City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
332,Ilo,PE,-17.6394,-71.3375,63.61,84,12,4.07
333,Kirakira,SB,-10.4544,161.9205,86.27,66,58,12.24
334,Key West,US,24.5557,-81.7826,80.6,58,75,14.97
335,Harper,LR,4.375,-7.7169,77.41,87,96,5.37
336,Kasangulu,CD,-4.5911,15.1708,76.08,93,74,2.95
337,Panguna,PG,-6.3164,155.4848,75.31,82,91,2.82
338,Brae,GB,60.3964,-1.353,48.11,91,100,13.24
339,Avera,US,33.194,-82.5271,60.71,77,100,11.65
340,Puerto Madero,MX,14.7208,-92.4215,81.97,75,100,6.4
341,Pacific Grove,US,36.6177,-121.9166,71.76,86,90,3.0
342,Ayutthaya,TH,14.2833,100.5,81.01,96,100,5.55
343,Mountain Home,US,43.133,-115.6912,56.93,94,1,5.75
344,Goderich,CA,43.7501,-81.7165,50.92,81,100,3.44
345,Mahanoro,MG,-19.9,48.8,70.14,89,78,4.56
346,Joshimath,IN,30.5667,79.5667,49.41,26,0,6.26
347,Develi,TR,38.3906,35.4922,33.15,84,92,4.09
348,Margherita,IN,27.2833,95.6833,68.14,80,90,2.08
349,Hervey Bay,AU,-25.2986,152.8535,78.91,74,97,16.93
350,Bubaque,GW,11.2833,-15.8333,79.21,79,100,5.48
351,Tromso,NO,69.6496,18.957,36.37,86,0,0.0
352,Gurmatkal,IN,16.8667,77.4,69.73,85,8,6.42
353,Luganville,VU,-15.5333,167.1667,83.73,64,14,8.66
354,Tupiza,BO,-21.45,-65.7167,61.38,56,23,10.16
355,Fereydunshahr,IR,32.941,50.121,43.56,58,78,1.88
356,Shikhazany,RU,55.5605,47.393,41.63,94,100,10.2
357,Asgabat,TM,37.95,58.3833,53.46,62,75,6.91
358,Padang,ID,-0.9492,100.3543,75.25,90,100,2.64
359,Chernyshevskiy,RU,63.0128,112.4714,30.34,96,100,10.63
360,Bar Harbor,US,44.3876,-68.2039,54.99,82,90,11.01
361,Nouadhibou,MR,20.931,-17.0347,67.98,83,10,10.36
362,Bull Savanna,JM,17.8868,-77.5902,76.93,84,94,6.2
363,Acapulco,MX,16.8634,-99.8901,82.72,78,36,8.88
364,Nanortalik,GL,60.1432,-45.2371,34.68,71,68,0.92
365,Mana,GF,5.6592,-53.7767,78.6,83,15,5.97
366,Pochutla,MX,15.7432,-96.4661,81.14,76,50,3.96
367,Sechura,PE,-5.5569,-80.8222,70.18,65,15,16.31
368,Kaeo,NZ,-35.1,173.7833,65.32,82,100,7.05
369,Mairana,BO,-18.1167,-63.9333,64.13,76,94,0.47
370,Catuday,PH,16.2923,119.8062,78.3,77,7,10.56
371,Diu,IN,20.7141,70.9822,74.46,48,99,10.85
372,Kango,GA,0.1943,10.0951,74.07,98,100,3.11
373,Chara,RU,56.9064,118.2631,18.43,63,95,0.63
374,Parkes,AU,-33.1333,148.1833,61.88,25,0,4.99
375,Wajima,JP,37.4,136.9,62.06,63,100,2.04
376,Vanimo,PG,-2.6741,141.3028,81.91,80,97,4.52
377,Gouyave,GD,12.1646,-61.7296,79.57,78,20,10.36
378,George Town,MY,5.4112,100.3354,78.73,92,40,5.99
379,Do Gonbadan,IR,30.3586,50.7981,62.69,67,0,0.0
380,Sampit,ID,-2.5333,112.95,74.37,91,89,2.04
381,Alpena,US,45.0617,-83.4327,52.18,81,90,1.99
382,Kljuc,BA,44.535,16.7722,33.75,74,0,4.16
383,South River,US,40.4465,-74.386,62.01,88,96,5.39
384,Dudinka,RU,69.4058,86.1778,9.41,96,100,4.76
385,Yalutorovsk,RU,56.6536,66.3006,29.39,86,94,13.51
386,Aklavik,CA,68.2191,-135.0107,20.12,93,40,4.61
387,Sira,IN,13.7453,76.9092,69.51,94,81,6.4
388,Chifeng,CN,42.2683,118.9636,35.58,88,100,7.27
389,Qaqortoq,GL,60.7167,-46.0333,29.86,74,86,4.07
390,Pevek,RU,69.7008,170.3133,-2.78,96,100,10.63
391,Arman,RU,59.7,150.1667,20.91,50,100,13.2
392,Nome,US,64.5011,-165.4064,11.16,85,93,6.4
393,Clyde River,CA,70.4692,-68.5914,28.63,100,90,26.46
394,Graham,US,47.0529,-122.2943,55.99,60,1,1.01
395,Vao,NC,-22.6667,167.4833,71.22,73,3,4.83
396,La Ronge,CA,55.1001,-105.2842,37.65,60,90,11.5
397,Xai-Xai,MZ,-25.0519,33.6442,66.99,92,74,1.41
398,Hambantota,LK,6.1241,81.1185,73.74,100,40,1.14
399,Zaraysk,RU,54.7653,38.8836,43.79,87,29,10.29
400,Maceio,BR,-9.6658,-35.7353,78.24,83,0,6.91
401,Price,US,39.5994,-110.8107,66.72,38,98,3.4
402,Jalu,LY,29.0331,21.5482,66.09,51,0,1.59
403,Lavrentiya,RU,65.5833,-171.0,13.84,80,28,6.53
404,Uthal,PK,25.8072,66.6219,76.41,48,6,2.42
405,Sobolevo,RU,54.4299,31.8996,41.25,85,29,9.33
406,Sibolga,ID,1.7427,98.7792,76.12,88,99,2.51
407,Sherbakul,RU,54.6316,72.3963,31.68,98,100,13.67
408,Ondjiva,AO,-17.0667,15.7333,80.87,19,81,10.04
409,Sterling,US,39.0062,-77.4286,61.16,85,1,7.0
